Id;Name;Rank;Lat;Lon
65;Rozhodci_065;2;50.7663;15.0543
66;Rozhodci_066;3;49.5938;17.2509
67;Rozhodci_067;2;50.2092;15.8328
68;Rozhodci_068;3;50.0343;15.7812
69;Rozhodci_069;2;48.9745;14.4742
70;Rozhodci_070;3;49.2265;17.6677
71;Rozhodci_071;2;49.3961;15.5896
72;Rozhodci_072;3;50.2332;12.871
73;Rozhodci_073;2;50.6607;14.0323
74;Rozhodci_074;3;48.8555;16.0488
75;Rozhodci_075;2;49.4556;17.4519
76;Rozhodci_076;3;50.0755;14.4378
77;Rozhodci_077;2;49.1951;16.6068
78;Rozhodci_078;3;49.8209;18.2625
79;Rozhodci_079;2;49.7384;13.3736
80;Rozhodci_080;3;50.7663;15.0543
81;Rozhodci_081;2;49.5938;17.2509
82;Rozhodci_082;3;50.2092;15.8328
83;Rozhodci_083;2;50.0343;15.7812
84;Rozhodci_084;3;48.9745;14.4742
85;Rozhodci_085;2;49.2265;17.6677
86;Rozhodci_086;3;49.3961;15.5896
87;Rozhodci_087;2;50.2332;12.871
88;Rozhodci_088;3;50.6607;14.0323
89;Rozhodci_089;2;48.8555;16.0488
90;Rozhodci_090;3;49.4556;17.4519
91;Rozhodci_091;2;50.0755;14.4378
92;Rozhodci_092;3;49.1951;16.6068
93;Rozhodci_093;2;49.8209;18.2625
94;Rozhodci_094;3;49.7384;13.3736
95;Rozhodci_095;2;50.7663;15.0543
96;Rozhodci_096;3;49.5938;17.2509
97;Rozhodci_097;2;50.2092;15.8328
98;Rozhodci_098;3;50.0343;15.7812
99;Rozhodci_099;2;48.9745;14.4742
100;Rozhodci_100;3;49.2265;17.6677
101;Rozhodci_101;2;49.3961;15.5896
102;Rozhodci_102;3;50.2332;12.871
103;Rozhodci_103;2;50.6607;14.0323
104;Rozhodci_104;3;48.8555;16.0488
105;Rozhodci_105;2;49.4556;17.4519
106;Rozhodci_106;3;50.0755;14.4378
107;Rozhodci_107;2;49.1951;16.6068
108;Rozhodci_108;3;49.8209;18.2625
109;Rozhodci_109;2;49.7384;13.3736
110;Rozhodci_110;3;50.7663;15.0543
111;Rozhodci_111;2;49.5938;17.2509
112;Rozhodci_112;3;50.2092;15.8328
113;Rozhodci_113;2;50.0343;15.7812
114;Rozhodci_114;3;48.9745;14.4742
115;Rozhodci_115;2;49.2265;17.6677
116;Rozhodci_116;3;49.3961;15.5896
117;Rozhodci_117;2;50.2332;12.871
118;Rozhodci_118;3;50.6607;14.0323
119;Rozhodci_119;2;48.8555;16.0488
120;Rozhodci_120;3;49.4556;17.4519
121;Rozhodci_121;2;50.0755;14.4378
122;Rozhodci_122;3;49.1951;16.6068
123;Rozhodci_123;2;49.8209;18.2625
124;Rozhodci_124;3;49.7384;13.3736
125;Rozhodci_125;2;50.7663;15.0543
126;Rozhodci_126;3;49.5938;17.2509
127;Rozhodci_127;2;50.2092;15.8328
128;Rozhodci_128;3;50.0343;15.7812
129;Rozhodci_129;2;48.9745;14.4742
130;Rozhodci_130;3;49.2265;17.6677
131;Rozhodci_131;2;49.3961;15.5896
132;Rozhodci_132;3;50.2332;12.871
133;Rozhodci_133;2;50.6607;14.0323
134;Rozhodci_134;3;48.8555;16.0488
135;Rozhodci_135;2;49.4556;17.4519
136;Rozhodci_136;3;50.0755;14.4378
137;Rozhodci_137;2;49.1951;16.6068
138;Rozhodci_138;3;49.8209;18.2625
139;Rozhodci_139;2;49.7384;13.3736
140;Rozhodci_140;3;50.7663;15.0543
141;Rozhodci_141;2;49.5938;17.2509
142;Rozhodci_142;3;50.2092;15.8328
143;Rozhodci_143;2;50.0343;15.7812
144;Rozhodci_144;3;48.9745;14.4742
145;Rozhodci_145;2;49.2265;17.6677
146;Rozhodci_146;3;49.3961;15.5896
147;Rozhodci_147;2;50.2332;12.871
148;Rozhodci_148;3;50.6607;14.0323
149;Rozhodci_149;2;48.8555;16.0488
150;Rozhodci_150;3;49.4556;17.4519
151;Rozhodci_151;2;50.0755;14.4378
152;Rozhodci_152;3;49.1951;16.6068
153;Rozhodci_153;2;49.8209;18.2625
154;Rozhodci_154;3;49.7384;13.3736
155;Rozhodci_155;2;50.7663;15.0543
156;Rozhodci_156;3;49.5938;17.2509
157;Rozhodci_157;2;50.2092;15.8328
158;Rozhodci_158;3;50.0343;15.7812
159;Rozhodci_159;2;48.9745;14.4742
160;Rozhodci_160;3;49.2265;17.6677
161;Rozhodci_161;2;49.3961;15.5896
162;Rozhodci_162;3;50.2332;12.871
163;Rozhodci_163;2;50.6607;14.0323
164;Rozhodci_164;3;48.8555;16.0488
165;Rozhodci_165;2;49.4556;17.4519
166;Rozhodci_166;3;50.0755;14.4378
167;Rozhodci_167;2;49.1951;16.6068
168;Rozhodci_168;3;49.8209;18.2625
169;Rozhodci_169;2;49.7384;13.3736
170;Rozhodci_170;3;50.7663;15.0543
171;Rozhodci_171;2;49.5938;17.2509
172;Rozhodci_172;3;50.2092;15.8328
173;Rozhodci_173;2;50.0343;15.7812
174;Rozhodci_174;3;48.9745;14.4742
175;Rozhodci_175;2;49.2265;17.6677
176;Rozhodci_176;3;49.3961;15.5896
177;Rozhodci_177;2;50.2332;12.871
178;Rozhodci_178;3;50.6607;14.0323
179;Rozhodci_179;2;48.8555;16.0488
180;Rozhodci_180;3;49.4556;17.4519
181;Rozhodci_181;2;50.0755;14.4378
182;Rozhodci_182;3;49.1951;16.6068
183;Rozhodci_183;2;49.8209;18.2625
184;Rozhodci_184;3;49.7384;13.3736
185;Rozhodci_185;2;50.7663;15.0543
186;Rozhodci_186;3;49.5938;17.2509
187;Rozhodci_187;2;50.2092;15.8328
188;Rozhodci_188;3;50.0343;15.7812
189;Rozhodci_189;2;48.9745;14.4742
190;Rozhodci_190;3;49.2265;17.6677
191;Rozhodci_191;2;49.3961;15.5896
192;Rozhodci_192;3;50.2332;12.871
193;Rozhodci_193;2;50.6607;14.0323
194;Rozhodci_194;3;48.8555;16.0488
195;Rozhodci_195;2;49.4556;17.4519
196;Rozhodci_196;3;50.0755;14.4378
197;Rozhodci_197;2;49.1951;16.6068
198;Rozhodci_198;3;49.8209;18.2625
199;Rozhodci_199;2;49.7384;13.3736
200;Rozhodci_200;3;50.7663;15.0543
201;Rozhodci_201;2;49.5938;17.2509
202;Rozhodci_202;3;50.2092;15.8328
203;Rozhodci_203;2;50.0343;15.7812
204;Rozhodci_204;3;48.9745;14.4742
205;Rozhodci_205;2;49.2265;17.6677
206;Rozhodci_206;3;49.3961;15.5896
207;Rozhodci_207;2;50.2332;12.871
208;Rozhodci_208;3;50.6607;14.0323
209;Rozhodci_209;2;48.8555;16.0488
210;Rozhodci_210;3;49.4556;17.4519
211;Rozhodci_211;2;50.0755;14.4378
212;Rozhodci_212;3;49.1951;16.6068
213;Rozhodci_213;2;49.8209;18.2625
214;Rozhodci_214;3;49.7384;13.3736
215;Rozhodci_215;2;50.7663;15.0543
216;Rozhodci_216;3;49.5938;17.2509
217;Rozhodci_217;2;50.2092;15.8328
218;Rozhodci_218;3;50.0343;15.7812
219;Rozhodci_219;2;48.9745;14.4742
220;Rozhodci_220;3;49.2265;17.6677
221;Rozhodci_221;2;49.3961;15.5896
222;Rozhodci_222;3;50.2332;12.871
223;Rozhodci_223;2;50.6607;14.0323
224;Rozhodci_224;3;48.8555;16.0488
225;Rozhodci_225;2;49.4556;17.4519
226;Rozhodci_226;3;50.0755;14.4378
227;Rozhodci_227;2;49.1951;16.6068
228;Rozhodci_228;3;49.8209;18.2625
229;Rozhodci_229;2;49.7384;13.3736
230;Rozhodci_230;3;50.7663;15.0543
231;Rozhodci_231;2;49.5938;17.2509
232;Rozhodci_232;3;50.2092;15.8328
233;Rozhodci_233;2;50.0343;15.7812
234;Rozhodci_234;3;48.9745;14.4742
235;Rozhodci_235;2;49.2265;17.6677
236;Rozhodci_236;3;49.3961;15.5896
237;Rozhodci_237;2;50.2332;12.871
238;Rozhodci_238;3;50.6607;14.0323
239;Rozhodci_239;2;48.8555;16.0488
240;Rozhodci_240;3;49.4556;17.4519
241;Rozhodci_241;2;50.0755;14.4378
242;Rozhodci_242;3;49.1951;16.6068
243;Rozhodci_243;2;49.8209;18.2625
244;Rozhodci_244;3;49.7384;13.3736
245;Rozhodci_245;2;50.7663;15.0543
246;Rozhodci_246;3;49.5938;17.2509
247;Rozhodci_247;2;50.2092;15.8328
248;Rozhodci_248;3;50.0343;15.7812
249;Rozhodci_249;2;48.9745;14.4742
250;Rozhodci_250;3;49.2265;17.6677
251;Rozhodci_251;2;49.3961;15.5896
252;Rozhodci_252;3;50.2332;12.871
253;Rozhodci_253;2;50.6607;14.0323
254;Rozhodci_254;3;48.8555;16.0488
255;Rozhodci_255;2;49.4556;17.4519
256;Rozhodci_256;3;50.0755;14.4378
257;Rozhodci_257;2;49.1951;16.6068
258;Rozhodci_258;3;49.8209;18.2625
259;Rozhodci_259;2;49.7384;13.3736
260;Rozhodci_260;3;50.7663;15.0543
261;Rozhodci_261;2;49.5938;17.2509
262;Rozhodci_262;3;50.2092;15.8328
263;Rozhodci_263;2;50.0343;15.7812
264;Rozhodci_264;3;48.9745;14.4742
265;Rozhodci_265;2;49.2265;17.6677
266;Rozhodci_266;3;49.3961;15.5896
267;Rozhodci_267;2;50.2332;12.871
268;Rozhodci_268;3;50.6607;14.0323
269;Rozhodci_269;2;48.8555;16.0488
270;Rozhodci_270;3;49.4556;17.4519
271;Rozhodci_271;2;50.0755;14.4378
272;Rozhodci_272;3;49.1951;16.6068
273;Rozhodci_273;2;49.8209;18.2625
274;Rozhodci_274;3;49.7384;13.3736
275;Rozhodci_275;2;50.7663;15.0543
276;Rozhodci_276;3;49.5938;17.2509
277;Rozhodci_277;2;50.2092;15.8328
278;Rozhodci_278;3;50.0343;15.7812
279;Rozhodci_279;2;48.9745;14.4742
280;Rozhodci_280;3;49.2265;17.6677
281;Rozhodci_281;2;49.3961;15.5896
282;Rozhodci_282;3;50.2332;12.871
283;Rozhodci_283;2;50.6607;14.0323
284;Rozhodci_284;3;48.8555;16.0488
285;Rozhodci_285;2;49.4556;17.4519
286;Rozhodci_286;3;50.0755;14.4378
287;Rozhodci_287;2;49.1951;16.6068
288;Rozhodci_288;3;49.8209;18.2625
289;Rozhodci_289;2;49.7384;13.3736
290;Rozhodci_290;3;50.7663;15.0543
291;Rozhodci_291;2;49.5938;17.2509
292;Rozhodci_292;3;50.2092;15.8328
293;Rozhodci_293;2;50.0343;15.7812
294;Rozhodci_294;3;48.9745;14.4742
295;Rozhodci_295;2;49.2265;17.6677
296;Rozhodci_296;3;49.3961;15.5896
297;Rozhodci_297;2;50.2332;12.871
298;Rozhodci_298;3;50.6607;14.0323
299;Rozhodci_299;2;48.8555;16.0488
300;Rozhodci_300;3;49.4556;17.4519
301;Rozhodci_301;2;50.0755;14.4378
302;Rozhodci_302;3;49.1951;16.6068
303;Rozhodci_303;2;49.8209;18.2625
304;Rozhodci_304;3;49.7384;13.3736
305;Rozhodci_305;2;50.7663;15.0543
306;Rozhodci_306;3;49.5938;17.2509
307;Rozhodci_307;2;50.2092;15.8328
308;Rozhodci_308;3;50.0343;15.7812
309;Rozhodci_309;2;48.9745;14.4742
310;Rozhodci_310;3;49.2265;17.6677
311;Rozhodci_311;2;49.3961;15.5896
312;Rozhodci_312;3;50.2332;12.871
313;Rozhodci_313;2;50.6607;14.0323
314;Rozhodci_314;3;48.8555;16.0488
315;Rozhodci_315;2;49.4556;17.4519
316;Rozhodci_316;3;50.0755;14.4378
317;Rozhodci_317;2;49.1951;16.6068
318;Rozhodci_318;3;49.8209;18.2625
319;Rozhodci_319;2;49.7384;13.3736
320;Rozhodci_320;3;50.7663;15.0543
321;Rozhodci_321;2;49.5938;17.2509
322;Rozhodci_322;3;50.2092;15.8328
323;Rozhodci_323;2;50.0343;15.7812
324;Rozhodci_324;3;48.9745;14.4742
325;Rozhodci_325;2;49.2265;17.6677
326;Rozhodci_326;3;49.3961;15.5896
327;Rozhodci_327;2;50.2332;12.871
328;Rozhodci_328;3;50.6607;14.0323
329;Rozhodci_329;2;48.8555;16.0488
330;Rozhodci_330;3;49.4556;17.4519
331;Rozhodci_331;2;50.0755;14.4378
332;Rozhodci_332;3;49.1951;16.6068
333;Rozhodci_333;2;49.8209;18.2625
334;Rozhodci_334;3;49.7384;13.3736
335;Rozhodci_335;2;50.7663;15.0543
336;Rozhodci_336;3;49.5938;17.2509
337;Rozhodci_337;2;50.2092;15.8328
338;Rozhodci_338;3;50.0343;15.7812
339;Rozhodci_339;2;48.9745;14.4742
340;Rozhodci_340;3;49.2265;17.6677
341;Rozhodci_341;2;49.3961;15.5896
342;Rozhodci_342;3;50.2332;12.871
343;Rozhodci_343;2;50.6607;14.0323
344;Rozhodci_344;3;48.8555;16.0488
345;Rozhodci_345;2;49.4556;17.4519
346;Rozhodci_346;3;50.0755;14.4378
347;Rozhodci_347;2;49.1951;16.6068
348;Rozhodci_348;3;49.8209;18.2625
349;Rozhodci_349;2;49.7384;13.3736
350;Rozhodci_350;3;50.7663;15.0543
351;Rozhodci_351;2;49.5938;17.2509
352;Rozhodci_352;3;50.2092;15.8328
353;Rozhodci_353;2;50.0343;15.7812
354;Rozhodci_354;3;48.9745;14.4742
355;Rozhodci_355;2;49.2265;17.6677
356;Rozhodci_356;3;49.3961;15.5896
357;Rozhodci_357;2;50.2332;12.871
358;Rozhodci_358;3;50.6607;14.0323
359;Rozhodci_359;2;48.8555;16.0488
360;Rozhodci_360;3;49.4556;17.4519
361;Rozhodci_361;2;50.0755;14.4378
362;Rozhodci_362;3;49.1951;16.6068
363;Rozhodci_363;2;49.8209;18.2625
364;Rozhodci_364;3;49.7384;13.3736
365;Rozhodci_365;2;50.7663;15.0543
366;Rozhodci_366;3;49.5938;17.2509
367;Rozhodci_367;2;50.2092;15.8328
368;Rozhodci_368;3;50.0343;15.7812
369;Rozhodci_369;2;48.9745;14.4742
370;Rozhodci_370;3;49.2265;17.6677
371;Rozhodci_371;2;49.3961;15.5896
372;Rozhodci_372;3;50.2332;12.871
373;Rozhodci_373;2;50.6607;14.0323
374;Rozhodci_374;3;48.8555;16.0488
375;Rozhodci_375;2;49.4556;17.4519
376;Rozhodci_376;3;50.0755;14.4378
377;Rozhodci_377;2;49.1951;16.6068
378;Rozhodci_378;3;49.8209;18.2625
379;Rozhodci_379;2;49.7384;13.3736
380;Rozhodci_380;3;50.7663;15.0543
381;Rozhodci_381;2;49.5938;17.2509
382;Rozhodci_382;3;50.2092;15.8328
383;Rozhodci_383;2;50.0343;15.7812
384;Rozhodci_384;3;48.9745;14.4742
385;Rozhodci_385;2;49.2265;17.6677
386;Rozhodci_386;3;49.3961;15.5896
387;Rozhodci_387;2;50.2332;12.871
388;Rozhodci_388;3;50.6607;14.0323
389;Rozhodci_389;2;48.8555;16.0488
390;Rozhodci_390;3;49.4556;17.4519
391;Rozhodci_391;2;50.0755;14.4378
392;Rozhodci_392;3;49.1951;16.6068
393;Rozhodci_393;2;49.8209;18.2625
394;Rozhodci_394;3;49.7384;13.3736
395;Rozhodci_395;2;50.7663;15.0543
396;Rozhodci_396;3;49.5938;17.2509
397;Rozhodci_397;2;50.2092;15.8328
398;Rozhodci_398;3;50.0343;15.7812
399;Rozhodci_399;2;48.9745;14.4742
400;Rozhodci_400;3;49.2265;17.6677
401;Rozhodci_401;2;49.3961;15.5896
402;Rozhodci_402;3;50.2332;12.871
403;Rozhodci_403;2;50.6607;14.0323
404;Rozhodci_404;3;48.8555;16.0488
405;Rozhodci_405;2;49.4556;17.4519
406;Rozhodci_406;3;50.0755;14.4378
407;Rozhodci_407;2;49.1951;16.6068
408;Rozhodci_408;3;49.8209;18.2625
409;Rozhodci_409;2;49.7384;13.3736
410;Rozhodci_410;3;50.7663;15.0543
411;Rozhodci_411;2;49.5938;17.2509
412;Rozhodci_412;3;50.2092;15.8328
413;Rozhodci_413;2;50.0343;15.7812
414;Rozhodci_414;3;48.9745;14.4742
415;Rozhodci_415;2;49.2265;17.6677
416;Rozhodci_416;3;49.3961;15.5896
417;Rozhodci_417;2;50.2332;12.871
418;Rozhodci_418;3;50.6607;14.0323
419;Rozhodci_419;2;48.8555;16.0488
420;Rozhodci_420;3;49.4556;17.4519
421;Rozhodci_421;2;50.0755;14.4378
422;Rozhodci_422;3;49.1951;16.6068
423;Rozhodci_423;2;49.8209;18.2625
424;Rozhodci_424;3;49.7384;13.3736
425;Rozhodci_425;2;50.7663;15.0543
426;Rozhodci_426;3;49.5938;17.2509
427;Rozhodci_427;2;50.2092;15.8328
428;Rozhodci_428;3;50.0343;15.7812
429;Rozhodci_429;2;48.9745;14.4742
430;Rozhodci_430;3;49.2265;17.6677
431;Rozhodci_431;2;49.3961;15.5896
432;Rozhodci_432;3;50.2332;12.871
433;Rozhodci_433;2;50.6607;14.0323
434;Rozhodci_434;3;48.8555;16.0488
435;Rozhodci_435;2;49.4556;17.4519
436;Rozhodci_436;3;50.0755;14.4378
437;Rozhodci_437;2;49.1951;16.6068
438;Rozhodci_438;3;49.8209;18.2625
439;Rozhodci_439;2;49.7384;13.3736
440;Rozhodci_440;3;50.7663;15.0543
441;Rozhodci_441;2;49.5938;17.2509
442;Rozhodci_442;3;50.2092;15.8328
443;Rozhodci_443;2;50.0343;15.7812
444;Rozhodci_444;3;48.9745;14.4742
445;Rozhodci_445;2;49.2265;17.6677
446;Rozhodci_446;3;49.3961;15.5896
447;Rozhodci_447;2;50.2332;12.871
448;Rozhodci_448;3;50.6607;14.0323
449;Rozhodci_449;2;48.8555;16.0488
450;Rozhodci_450;3;49.4556;17.4519
451;Rozhodci_451;2;50.0755;14.4378
452;Rozhodci_452;3;49.1951;16.6068
453;Rozhodci_453;2;49.8209;18.2625
454;Rozhodci_454;3;49.7384;13.3736
455;Rozhodci_455;2;50.7663;15.0543
456;Rozhodci_456;3;49.5938;17.2509
457;Rozhodci_457;2;50.2092;15.8328
458;Rozhodci_458;3;50.0343;15.7812
459;Rozhodci_459;2;48.9745;14.4742
460;Rozhodci_460;3;49.2265;17.6677
461;Rozhodci_461;2;49.3961;15.5896
462;Rozhodci_462;3;50.2332;12.871
463;Rozhodci_463;2;50.6607;14.0323
464;Rozhodci_464;3;48.8555;16.0488
465;Rozhodci_465;2;49.4556;17.4519
466;Rozhodci_466;3;50.0755;14.4378
467;Rozhodci_467;2;49.1951;16.6068
468;Rozhodci_468;3;49.8209;18.2625
469;Rozhodci_469;2;49.7384;13.3736
470;Rozhodci_470;3;50.7663;15.0543
471;Rozhodci_471;2;49.5938;17.2509
472;Rozhodci_472;3;50.2092;15.8328
473;Rozhodci_473;2;50.0343;15.7812
474;Rozhodci_474;3;48.9745;14.4742
475;Rozhodci_475;2;49.2265;17.6677
476;Rozhodci_476;3;49.3961;15.5896
477;Rozhodci_477;2;50.2332;12.871
478;Rozhodci_478;3;50.6607;14.0323
479;Rozhodci_479;2;48.8555;16.0488
480;Rozhodci_480;3;49.4556;17.4519
481;Rozhodci_481;2;50.0755;14.4378
482;Rozhodci_482;3;49.1951;16.6068
483;Rozhodci_483;2;49.8209;18.2625
484;Rozhodci_484;3;49.7384;13.3736
485;Rozhodci_485;2;50.7663;15.0543
486;Rozhodci_486;3;49.5938;17.2509
487;Rozhodci_487;2;50.2092;15.8328
488;Rozhodci_488;3;50.0343;15.7812
489;Rozhodci_489;2;48.9745;14.4742
490;Rozhodci_490;3;49.2265;17.6677
491;Rozhodci_491;2;49.3961;15.5896
492;Rozhodci_492;3;50.2332;12.871
493;Rozhodci_493;2;50.6607;14.0323
494;Rozhodci_494;3;48.8555;16.0488
495;Rozhodci_495;2;49.4556;17.4519
496;Rozhodci_496;3;50.0755;14.4378
497;Rozhodci_497;2;49.1951;16.6068
498;Rozhodci_498;3;49.8209;18.2625
499;Rozhodci_499;2;49.7384;13.3736
500;Rozhodci_500;3;50.7663;15.0543
501;Rozhodci_501;2;49.5938;17.2509
502;Rozhodci_502;3;50.2092;15.8328
503;Rozhodci_503;2;50.0343;15.7812
504;Rozhodci_504;3;48.9745;14.4742
505;Rozhodci_505;2;49.2265;17.6677
506;Rozhodci_506;3;49.3961;15.5896
507;Rozhodci_507;2;50.2332;12.871
508;Rozhodci_508;3;50.6607;14.0323
509;Rozhodci_509;2;48.8555;16.0488
510;Rozhodci_510;3;49.4556;17.4519
511;Rozhodci_511;2;50.0755;14.4378
512;Rozhodci_512;3;49.1951;16.6068
513;Rozhodci_513;2;49.8209;18.2625
514;Rozhodci_514;3;49.7384;13.3736
515;Rozhodci_515;2;50.7663;15.0543
516;Rozhodci_516;3;49.5938;17.2509
517;Rozhodci_517;2;50.2092;15.8328
518;Rozhodci_518;3;50.0343;15.7812
519;Rozhodci_519;2;48.9745;14.4742
520;Rozhodci_520;3;49.2265;17.6677
521;Rozhodci_521;2;49.3961;15.5896
522;Rozhodci_522;3;50.2332;12.871
523;Rozhodci_523;2;50.6607;14.0323
524;Rozhodci_524;3;48.8555;16.0488
525;Rozhodci_525;2;49.4556;17.4519
526;Rozhodci_526;3;50.0755;14.4378
527;Rozhodci_527;2;49.1951;16.6068
528;Rozhodci_528;3;49.8209;18.2625
529;Rozhodci_529;2;49.7384;13.3736
530;Rozhodci_530;3;50.7663;15.0543
531;Rozhodci_531;2;49.5938;17.2509
532;Rozhodci_532;3;50.2092;15.8328
533;Rozhodci_533;2;50.0343;15.7812
534;Rozhodci_534;3;48.9745;14.4742
535;Rozhodci_535;2;49.2265;17.6677
536;Rozhodci_536;3;49.3961;15.5896
537;Rozhodci_537;2;50.2332;12.871
538;Rozhodci_538;3;50.6607;14.0323
539;Rozhodci_539;2;48.8555;16.0488
540;Rozhodci_540;3;49.4556;17.4519
541;Rozhodci_541;2;50.0755;14.4378
542;Rozhodci_542;3;49.1951;16.6068
543;Rozhodci_543;2;49.8209;18.2625
544;Rozhodci_544;3;49.7384;13.3736
545;Rozhodci_545;2;50.7663;15.0543
546;Rozhodci_546;3;49.5938;17.2509
547;Rozhodci_547;2;50.2092;15.8328
548;Rozhodci_548;3;50.0343;15.7812
549;Rozhodci_549;2;48.9745;14.4742
550;Rozhodci_550;3;49.2265;17.6677
551;Rozhodci_551;2;49.3961;15.5896
552;Rozhodci_552;3;50.2332;12.871
553;Rozhodci_553;2;50.6607;14.0323
554;Rozhodci_554;3;48.8555;16.0488
555;Rozhodci_555;2;49.4556;17.4519
556;Rozhodci_556;3;50.0755;14.4378
557;Rozhodci_557;2;49.1951;16.6068
558;Rozhodci_558;3;49.8209;18.2625
559;Rozhodci_559;2;49.7384;13.3736
560;Rozhodci_560;3;50.7663;15.0543
561;Rozhodci_561;2;49.5938;17.2509
562;Rozhodci_562;3;50.2092;15.8328
563;Rozhodci_563;2;50.0343;15.7812
564;Rozhodci_564;3;48.9745;14.4742
565;Rozhodci_565;2;49.2265;17.6677
566;Rozhodci_566;3;49.3961;15.5896
567;Rozhodci_567;2;50.2332;12.871
568;Rozhodci_568;3;50.6607;14.0323
569;Rozhodci_569;2;48.8555;16.0488
570;Rozhodci_570;3;49.4556;17.4519
571;Rozhodci_571;2;50.0755;14.4378
572;Rozhodci_572;3;49.1951;16.6068
573;Rozhodci_573;2;49.8209;18.2625
574;Rozhodci_574;3;49.7384;13.3736
575;Rozhodci_575;2;50.7663;15.0543
576;Rozhodci_576;3;49.5938;17.2509
577;Rozhodci_577;2;50.2092;15.8328
578;Rozhodci_578;3;50.0343;15.7812
579;Rozhodci_579;2;48.9745;14.4742
580;Rozhodci_580;3;49.2265;17.6677
581;Rozhodci_581;2;49.3961;15.5896
582;Rozhodci_582;3;50.2332;12.871
583;Rozhodci_583;2;50.6607;14.0323
584;Rozhodci_584;3;48.8555;16.0488
585;Rozhodci_585;2;49.4556;17.4519
586;Rozhodci_586;3;50.0755;14.4378
587;Rozhodci_587;2;49.1951;16.6068
588;Rozhodci_588;3;49.8209;18.2625
589;Rozhodci_589;2;49.7384;13.3736
590;Rozhodci_590;3;50.7663;15.0543
591;Rozhodci_591;2;49.5938;17.2509
592;Rozhodci_592;3;50.2092;15.8328
593;Rozhodci_593;2;50.0343;15.7812
594;Rozhodci_594;3;48.9745;14.4742
595;Rozhodci_595;2;49.2265;17.6677
596;Rozhodci_596;3;49.3961;15.5896
597;Rozhodci_597;2;50.2332;12.871
598;Rozhodci_598;3;50.6607;14.0323
599;Rozhodci_599;2;48.8555;16.0488
600;Rozhodci_600;3;49.4556;17.4519
601;Rozhodci_601;2;50.0755;14.4378
602;Rozhodci_602;3;49.1951;16.6068
603;Rozhodci_603;2;49.8209;18.2625
604;Rozhodci_604;3;49.7384;13.3736
605;Rozhodci_605;2;50.7663;15.0543
606;Rozhodci_606;3;49.5938;17.2509
607;Rozhodci_607;2;50.2092;15.8328
608;Rozhodci_608;3;50.0343;15.7812
